Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
759-7595,2,EM Ultra,C3-P12,2,73.74,0.8524,1.0,0.7563,0.4508,1,0.2865,True,EM Supreme,C3-P13,2,77.28,0.8435,1.0,0.7261,0.4301,1,0.2998,True,EM Starter,C3-P1,2,51.09,0.8101,0.8783,0.995,0.6506,1,0.0026,False
759-7678,2,EM Premium,C3-P10,2,66.66,0.8666,1.0,0.7814,0.4986,1,0.2543,True,EM Max,C3-P11,2,70.2,0.8525,1.0,0.7432,0.4735,1,0.3001,True,EM Ultra,C3-P12,2,73.74,0.8428,1.0,0.7108,0.4508,1,0.3143,True
759-7698,2,EM Max,C3-P11,2,70.2,0.843,1.0,0.702,0.4735,1,0.3336,True,EM Ultra,C3-P12,2,73.74,0.8333,1.0,0.6705,0.4508,1,0.3488,True,EM Supreme,C3-P13,2,77.28,0.8246,1.0,0.6431,0.4301,1,0.3641,True
759-7699,2,EM Elite,C3-P9,2,65.79,0.9025,1.0,0.888,0.5052,1,0.0648,True,EM Premium,C3-P10,2,66.66,0.8998,1.0,0.8799,0.4986,1,0.0696,True,EM Max,C3-P11,2,70.2,0.8831,1.0,0.8237,0.4735,1,0.1148,True
759-7769,2,EM Pro,C3-P8,2,63.42,0.8995,1.0,0.8637,0.5241,1,0.0867,True,EM Elite,C3-P9,2,65.79,0.8851,1.0,0.818,0.5052,1,0.1335,True,EM Premium,C3-P10,2,66.66,0.8825,1.0,0.8102,0.4986,1,0.1384,True
759-7778,2,EM Select,C3-P6,2,59.58,0.9276,1.0,0.9698,0.5579,1,0.0161,True,EM Advance,C3-P7,2,60.75,0.9224,1.0,0.9523,0.5472,1,0.0255,True,EM Pro,C3-P8,2,63.42,0.902,1.0,0.8738,0.5241,1,0.0769,True
759-7779,2,EM Max,C3-P11,2,70.2,0.8783,1.0,0.8183,0.4735,1,0.155,True,EM Ultra,C3-P12,2,73.74,0.8633,1.0,0.778,0.4508,1,0.2099,True,EM Supreme,C3-P13,2,77.28,0.8496,1.0,0.7436,0.4301,1,0.2649,True
759-7785,2,EM Max,C3-P11,2,70.2,0.86,1.0,0.7739,0.4735,1,0.2711,True,EM Ultra,C3-P12,2,73.74,0.8505,1.0,0.7421,0.4508,1,0.2843,True,EM Supreme,C3-P13,2,77.28,0.8419,1.0,0.714,0.4301,1,0.2975,True
759-7787,2,EM Max,C3-P11,2,70.2,0.8977,1.0,0.8897,0.4735,1,0.0681,True,EM Ultra,C3-P12,2,73.74,0.8827,1.0,0.8404,0.4508,1,0.1094,True,EM Supreme,C3-P13,2,77.28,0.8693,1.0,0.7992,0.4301,1,0.1508,True
759-7788,2,EM Max,C3-P11,2,70.2,0.8835,1.0,0.8278,0.4735,1,0.1166,True,EM Ultra,C3-P12,2,73.74,0.8688,1.0,0.7824,0.4508,1,0.1619,True,EM Supreme,C3-P13,2,77.28,0.8555,1.0,0.7445,0.4301,1,0.2072,True
759-7789,2,EM Supreme,C3-P13,2,77.28,0.8273,1.0,0.655,0.4301,1,0.3546,True,EM Starter,C3-P1,2,51.09,0.8222,0.9431,0.9593,0.6506,1,0.0222,False,EM Basic,C3-P2,2,51.74,0.8234,0.9512,0.9593,0.6424,1,0.0222,False
759-7796,2,EM Max,C3-P11,2,70.2,0.859,1.0,0.7638,0.4735,1,0.2659,True,EM Ultra,C3-P12,2,73.74,0.8499,1.0,0.7342,0.4508,1,0.2789,True,EM Supreme,C3-P13,2,77.28,0.8415,1.0,0.7077,0.4301,1,0.292,True
759-7797,2,EM Max,C3-P11,2,70.2,0.8569,1.0,0.7642,0.4735,1,0.2873,True,EM Ultra,C3-P12,2,73.74,0.8472,1.0,0.731,0.4508,1,0.301,True,EM Supreme,C3-P13,2,77.28,0.8383,1.0,0.702,0.4301,1,0.3147,True
759-7798,2,EM Elite,C3-P9,2,65.79,0.907,1.0,0.9097,0.5052,1,0.052,True,EM Premium,C3-P10,2,66.66,0.9044,1.0,0.9019,0.4986,1,0.0569,True,EM Max,C3-P11,2,70.2,0.8876,1.0,0.8444,0.4735,1,0.1013,True
759-7799,2,EM Max,C3-P11,2,70.2,0.8715,1.0,0.7883,0.4735,1,0.1781,True,EM Ultra,C3-P12,2,73.74,0.8566,1.0,0.7491,0.4508,1,0.234,True,EM Supreme,C3-P13,2,77.28,0.8429,1.0,0.7156,0.4301,1,0.2899,True
759-7855,2,EM Starter,C3-P1,2,51.09,0.8008,0.872,0.9599,0.6506,1,0.0239,False,EM Basic,C3-P2,2,51.74,0.8016,0.8789,0.9599,0.6424,1,0.0239,False,EM Standard,C3-P3,2,54.3,0.8022,0.903,0.9495,0.6122,1,0.0293,False
759-7858,2,EM Max,C3-P11,2,70.2,0.8767,1.0,0.7969,0.4735,1,0.1389,True,EM Ultra,C3-P12,2,73.74,0.862,1.0,0.7526,0.4508,1,0.1851,True,EM Supreme,C3-P13,2,77.28,0.8487,1.0,0.7157,0.4301,1,0.2312,True
759-7877,2,EM Premium,C3-P10,2,66.66,0.9137,1.0,0.9454,0.4986,1,0.0293,True,EM Max,C3-P11,2,70.2,0.8965,1.0,0.8837,0.4735,1,0.0703,True,EM Ultra,C3-P12,2,73.74,0.8816,1.0,0.8342,0.4508,1,0.1114,True
759-7885,2,EM Elite,C3-P9,2,65.79,0.8642,1.0,0.7627,0.5052,1,0.2595,True,EM Premium,C3-P10,2,66.66,0.8615,1.0,0.7542,0.4986,1,0.264,True,EM Max,C3-P11,2,70.2,0.8467,1.0,0.7167,0.4735,1,0.3178,True
759-7887,2,EM Max,C3-P11,2,70.2,0.8882,1.0,0.845,0.4735,1,0.096,True,EM Ultra,C3-P12,2,73.74,0.8731,1.0,0.7925,0.4508,1,0.1341,True,EM Supreme,C3-P13,2,77.28,0.8597,1.0,0.7494,0.4301,1,0.1722,True
759-7896,2,EM Max,C3-P11,2,70.2,0.9042,1.0,0.9219,0.4735,1,0.0509,True,EM Ultra,C3-P12,2,73.74,0.8892,1.0,0.8718,0.4508,1,0.0919,True,EM Supreme,C3-P13,2,77.28,0.8757,1.0,0.8298,0.4301,1,0.1328,True
759-7898,2,EM Max,C3-P11,2,70.2,0.8969,1.0,0.8873,0.4735,1,0.072,True,EM Ultra,C3-P12,2,73.74,0.882,1.0,0.8389,0.4508,1,0.1144,True,EM Supreme,C3-P13,2,77.28,0.8686,1.0,0.7983,0.4301,1,0.1567,True
759-7955,2,EM Pro,C3-P8,2,63.42,0.8884,1.0,0.8395,0.5241,1,0.1611,True,EM Elite,C3-P9,2,65.79,0.8736,1.0,0.808,0.5052,1,0.2341,True,EM Premium,C3-P10,2,66.66,0.8709,1.0,0.7999,0.4986,1,0.2389,True
759-7956,0,HH Starter,C1-P1,0,34.69,0.7652,0.5715,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7686,0.6391,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7727,0.6866,1.0,0.7781,1,0.0,False
759-7957,0,HH Starter,C1-P1,0,34.69,0.7965,0.7058,0.9575,0.9582,1,0.0256,False,HH Basic,C1-P2,0,39.29,0.8002,0.7742,0.9575,0.846,1,0.0256,False,HH Standard,C1-P3,0,42.72,0.8046,0.8228,0.9575,0.7781,1,0.0256,False
759-7958,2,EM Elite,C3-P9,2,65.79,0.9135,1.0,0.9397,0.5052,1,0.0326,True,EM Premium,C3-P10,2,66.66,0.9108,1.0,0.9319,0.4986,1,0.0375,True,EM Max,C3-P11,2,70.2,0.8936,1.0,0.8685,0.4735,1,0.0774,True
759-7969,2,EM Elite,C3-P9,2,65.79,0.908,1.0,0.915,0.5052,1,0.0499,True,EM Premium,C3-P10,2,66.66,0.9055,1.0,0.908,0.4986,1,0.0554,True,EM Max,C3-P11,2,70.2,0.8885,1.0,0.8484,0.4735,1,0.0981,True
759-7976,0,HH Starter,C1-P1,0,34.69,0.7619,0.5606,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7648,0.6265,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7685,0.6726,1.0,0.7781,1,0.0,False
759-7978,2,EM Max,C3-P11,2,70.2,0.8777,1.0,0.8005,0.4735,1,0.1336,True,EM Ultra,C3-P12,2,73.74,0.8631,1.0,0.7552,0.4508,1,0.1784,True,EM Supreme,C3-P13,2,77.28,0.8498,1.0,0.7174,0.4301,1,0.2231,True
759-7985,0,HH Starter,C1-P1,0,34.69,0.7946,0.6885,0.9725,0.9582,1,0.0154,False,HH Basic,C1-P2,0,39.29,0.7979,0.7556,0.9725,0.846,1,0.0154,False,HH Standard,C1-P3,0,42.72,0.8018,0.8025,0.9725,0.7781,1,0.0154,False
759-7997,2,EM Max,C3-P11,2,70.2,0.8885,1.0,0.8497,0.4735,1,0.0997,True,EM Ultra,C3-P12,2,73.74,0.8737,1.0,0.8036,0.4508,1,0.1444,True,EM Supreme,C3-P13,2,77.28,0.8604,1.0,0.765,0.4301,1,0.1891,True
759-8669,2,EM Max,C3-P11,2,70.2,0.892,1.0,0.8665,0.4735,1,0.0903,True,EM Ultra,C3-P12,2,73.74,0.8771,1.0,0.8201,0.4508,1,0.1349,True,EM Supreme,C3-P13,2,77.28,0.8637,1.0,0.7811,0.4301,1,0.1796,True
759-8678,2,EM Max,C3-P11,2,70.2,0.8905,1.0,0.8575,0.4735,1,0.0913,True,EM Ultra,C3-P12,2,73.74,0.8757,1.0,0.8092,0.4508,1,0.1333,True,EM Supreme,C3-P13,2,77.28,0.8623,1.0,0.7689,0.4301,1,0.1753,True
759-8775,0,HH Advance,C1-P7,0,58.5,0.8888,1.0,0.8167,0.5682,1,0.1894,True,HH Starter,C1-P1,0,34.69,0.7868,0.7119,0.91,0.9582,1,0.0703,False,HH Basic,C1-P2,0,39.29,0.7909,0.7818,0.91,0.846,1,0.0703,False
759-8788,2,EM Premium,C3-P10,2,66.66,0.9098,1.0,0.9272,0.4986,1,0.0413,True,EM Max,C3-P11,2,70.2,0.8928,1.0,0.8683,0.4735,1,0.0846,True,EM Ultra,C3-P12,2,73.74,0.878,1.0,0.821,0.4508,1,0.1278,True
759-8797,2,EM Elite,C3-P9,2,65.79,0.9118,1.0,0.9323,0.5052,1,0.0388,True,EM Premium,C3-P10,2,66.66,0.9091,1.0,0.9242,0.4986,1,0.0435,True,EM Max,C3-P11,2,70.2,0.8922,1.0,0.8657,0.4735,1,0.0872,True
759-8798,0,HH Starter,C1-P1,0,34.69,0.7862,0.6415,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7914,0.7151,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7966,0.7664,1.0,0.7781,1,0.0,False
759-8856,2,EM Max,C3-P11,2,70.2,0.8909,1.0,0.8605,0.4735,1,0.0916,True,EM Ultra,C3-P12,2,73.74,0.8761,1.0,0.8138,0.4508,1,0.1357,True,EM Supreme,C3-P13,2,77.28,0.8627,1.0,0.7747,0.4301,1,0.1798,True
759-8888,2,EM Elite,C3-P9,2,65.79,0.9145,1.0,0.9453,0.5052,1,0.0303,True,EM Premium,C3-P10,2,66.66,0.9119,1.0,0.9373,0.4986,1,0.0352,True,EM Max,C3-P11,2,70.2,0.8948,1.0,0.8768,0.4735,1,0.0771,True
759-8899,2,EM Elite,C3-P9,2,65.79,0.9027,1.0,0.8903,0.5052,1,0.066,True,EM Premium,C3-P10,2,66.66,0.9001,1.0,0.8832,0.4986,1,0.0715,True,EM Max,C3-P11,2,70.2,0.8834,1.0,0.8268,0.4735,1,0.1168,True
759-8955,2,EM Plus,C3-P5,2,57.21,0.926,1.0,0.9457,0.581,1,0.03,True,EM Select,C3-P6,2,59.58,0.9026,1.0,0.8633,0.5579,1,0.1059,True,EM Advance,C3-P7,2,60.75,0.8974,1.0,0.8461,0.5472,1,0.1155,True
759-8966,2,EM Elite,C3-P9,2,65.79,0.8909,1.0,0.8365,0.5052,1,0.1035,True,EM Premium,C3-P10,2,66.66,0.8884,1.0,0.8301,0.4986,1,0.1094,True,EM Max,C3-P11,2,70.2,0.8717,1.0,0.7749,0.4735,1,0.1555,True
759-8976,2,EM Elite,C3-P9,2,65.79,0.9057,1.0,0.9023,0.5052,1,0.0543,True,EM Premium,C3-P10,2,66.66,0.9031,1.0,0.8945,0.4986,1,0.0593,True,EM Max,C3-P11,2,70.2,0.8861,1.0,0.8354,0.4735,1,0.1021,True
759-8979,2,EM Supreme,C3-P13,2,77.28,0.8337,1.0,0.6834,0.4301,1,0.3333,True,EM Starter,C3-P1,2,51.09,0.8146,0.9114,0.9683,0.6506,1,0.0169,False,EM Basic,C3-P2,2,51.74,0.8157,0.9194,0.9683,0.6424,1,0.0169,False
759-8995,2,EM Value,C3-P4,2,56.34,0.9203,1.0,0.9119,0.59,1,0.0495,True,EM Plus,C3-P5,2,57.21,0.9171,1.0,0.9031,0.581,1,0.055,True,EM Select,C3-P6,2,59.58,0.8936,1.0,0.8191,0.5579,1,0.1291,True
759-8997,2,EM Premium,C3-P10,2,66.66,0.8683,1.0,0.7875,0.4986,1,0.2462,True,EM Max,C3-P11,2,70.2,0.8538,1.0,0.749,0.4735,1,0.2955,True,EM Ultra,C3-P12,2,73.74,0.8441,1.0,0.7164,0.4508,1,0.3095,True
759-8999,2,EM Premium,C3-P10,2,66.66,0.8714,1.0,0.8019,0.4986,1,0.2364,True,EM Max,C3-P11,2,70.2,0.8569,1.0,0.7629,0.4735,1,0.2854,True,EM Ultra,C3-P12,2,73.74,0.8472,1.0,0.7298,0.4508,1,0.2991,True
759-9556,2,EM Advance,C3-P7,2,60.75,0.8983,1.0,0.8514,0.5472,1,0.115,True,EM Pro,C3-P8,2,63.42,0.8788,1.0,0.7982,0.5241,1,0.196,True,EM Elite,C3-P9,2,65.79,0.8638,1.0,0.7687,0.5052,1,0.2731,True
759-9557,2,EM Premium,C3-P10,2,66.66,0.9075,1.0,0.916,0.4986,1,0.0473,True,EM Max,C3-P11,2,70.2,0.8904,1.0,0.8558,0.4735,1,0.0894,True,EM Ultra,C3-P12,2,73.74,0.8756,1.0,0.8076,0.4508,1,0.1315,True
759-9558,2,EM Max,C3-P11,2,70.2,0.8679,1.0,0.7717,0.4735,1,0.1889,True,EM Ultra,C3-P12,2,73.74,0.8531,1.0,0.733,0.4508,1,0.2451,True,EM Supreme,C3-P13,2,77.28,0.8394,1.0,0.7,0.4301,1,0.3013,True
759-9568,2,EM Elite,C3-P9,2,65.79,0.8992,1.0,0.8725,0.5052,1,0.0746,True,EM Premium,C3-P10,2,66.66,0.8966,1.0,0.8652,0.4986,1,0.0798,True,EM Max,C3-P11,2,70.2,0.8799,1.0,0.8094,0.4735,1,0.1254,True
759-9577,2,EM Elite,C3-P9,2,65.79,0.8956,1.0,0.8553,0.5052,1,0.0853,True,EM Premium,C3-P10,2,66.66,0.8929,1.0,0.8479,0.4986,1,0.0905,True,EM Max,C3-P11,2,70.2,0.8763,1.0,0.7924,0.4735,1,0.1361,True
759-9579,2,EM Elite,C3-P9,2,65.79,0.9011,1.0,0.8826,0.5052,1,0.0706,True,EM Premium,C3-P10,2,66.66,0.8985,1.0,0.8755,0.4986,1,0.0761,True,EM Max,C3-P11,2,70.2,0.8816,1.0,0.8159,0.4735,1,0.1186,True
759-9587,2,EM Max,C3-P11,2,70.2,0.9024,1.0,0.9123,0.4735,1,0.055,True,EM Ultra,C3-P12,2,73.74,0.8874,1.0,0.8623,0.4508,1,0.0958,True,EM Supreme,C3-P13,2,77.28,0.8739,1.0,0.8203,0.4301,1,0.1367,True
759-9588,2,EM Max,C3-P11,2,70.2,0.86,1.0,0.7723,0.4735,1,0.2684,True,EM Ultra,C3-P12,2,73.74,0.8506,1.0,0.7412,0.4508,1,0.2815,True,EM Supreme,C3-P13,2,77.28,0.8421,1.0,0.7134,0.4301,1,0.2946,True
759-9597,2,EM Select,C3-P6,2,59.58,0.9038,1.0,0.8686,0.5579,1,0.1018,True,EM Advance,C3-P7,2,60.75,0.8987,1.0,0.8517,0.5472,1,0.1116,True,EM Pro,C3-P8,2,63.42,0.8793,1.0,0.799,0.5241,1,0.1917,True
759-9667,2,EM Max,C3-P11,2,70.2,0.8576,1.0,0.7693,0.4735,1,0.2878,True,EM Ultra,C3-P12,2,73.74,0.8478,1.0,0.7354,0.4508,1,0.3015,True,EM Supreme,C3-P13,2,77.28,0.8389,1.0,0.7058,0.4301,1,0.3153,True
759-9689,2,EM Select,C3-P6,2,59.58,0.9085,1.0,0.8875,0.5579,1,0.0831,True,EM Advance,C3-P7,2,60.75,0.9033,1.0,0.8702,0.5472,1,0.0927,True,EM Pro,C3-P8,2,63.42,0.884,1.0,0.8146,0.5241,1,0.168,True
759-9696,2,EM Pro,C3-P8,2,63.42,0.8808,1.0,0.8177,0.5241,1,0.2046,True,EM Elite,C3-P9,2,65.79,0.867,1.0,0.7892,0.5052,1,0.2719,True,EM Premium,C3-P10,2,66.66,0.8643,1.0,0.7812,0.4986,1,0.2767,True
759-9755,2,EM Elite,C3-P9,2,65.79,0.9093,1.0,0.9201,0.5052,1,0.0454,True,EM Premium,C3-P10,2,66.66,0.9066,1.0,0.9118,0.4986,1,0.05,True,EM Max,C3-P11,2,70.2,0.8897,1.0,0.8535,0.4735,1,0.0937,True
759-9769,2,EM Premium,C3-P10,2,66.66,0.917,1.0,0.9618,0.4986,1,0.0205,True,EM Max,C3-P11,2,70.2,0.8998,1.0,0.8996,0.4735,1,0.0614,True,EM Ultra,C3-P12,2,73.74,0.8849,1.0,0.8497,0.4508,1,0.1022,True
759-9776,2,EM Starter,C3-P1,2,51.09,0.794,0.8657,0.936,0.6506,1,0.037,False,EM Basic,C3-P2,2,51.74,0.7949,0.8729,0.936,0.6424,1,0.037,False,EM Standard,C3-P3,2,54.3,0.7914,0.8885,0.9198,0.6122,1,0.0493,False
759-9777,2,EM Elite,C3-P9,2,65.79,0.8939,1.0,0.8478,0.5052,1,0.0907,True,EM Premium,C3-P10,2,66.66,0.8913,1.0,0.8408,0.4986,1,0.0961,True,EM Max,C3-P11,2,70.2,0.8745,1.0,0.7832,0.4735,1,0.14,True
759-9785,2,EM Max,C3-P11,2,70.2,0.8898,1.0,0.8537,0.4735,1,0.0926,True,EM Ultra,C3-P12,2,73.74,0.8748,1.0,0.8028,0.4508,1,0.1321,True,EM Supreme,C3-P13,2,77.28,0.8615,1.0,0.7607,0.4301,1,0.1715,True
759-9789,1,MB Starter,C2-P1,1,33.24,0.8169,0.733,0.985,1.0,1,0.008,False,MB Basic,C2-P2,1,37.32,0.8205,0.7998,0.985,0.8907,1,0.008,False,MB Standard,C2-P3,1,42.9,0.8048,0.8666,0.9067,0.7748,1,0.0745,False
759-9797,2,EM Advance,C3-P7,2,60.75,0.9025,1.0,0.8685,0.5472,1,0.0987,True,EM Pro,C3-P8,2,63.42,0.8831,1.0,0.8143,0.5241,1,0.1768,True,EM Elite,C3-P9,2,65.79,0.8682,1.0,0.7827,0.5052,1,0.2501,True
759-9799,2,EM Pro,C3-P8,2,63.42,0.8921,1.0,0.8454,0.5241,1,0.1336,True,EM Elite,C3-P9,2,65.79,0.8776,1.0,0.811,0.5052,1,0.1987,True,EM Premium,C3-P10,2,66.66,0.8749,1.0,0.8032,0.4986,1,0.2036,True
759-9855,2,EM Elite,C3-P9,2,65.79,0.9043,1.0,0.897,0.5052,1,0.0601,True,EM Premium,C3-P10,2,66.66,0.9017,1.0,0.8898,0.4986,1,0.0654,True,EM Max,C3-P11,2,70.2,0.8846,1.0,0.8288,0.4735,1,0.1069,True
759-9865,2,EM Elite,C3-P9,2,65.79,0.9077,1.0,0.9136,0.5052,1,0.0512,True,EM Premium,C3-P10,2,66.66,0.9051,1.0,0.9064,0.4986,1,0.0565,True,EM Max,C3-P11,2,70.2,0.8882,1.0,0.8483,0.4735,1,0.1005,True
759-9867,2,EM Max,C3-P11,2,70.2,0.8941,1.0,0.8731,0.4735,1,0.0784,True,EM Ultra,C3-P12,2,73.74,0.8792,1.0,0.8237,0.4508,1,0.1194,True,EM Supreme,C3-P13,2,77.28,0.8659,1.0,0.7825,0.4301,1,0.1604,True
759-9868,2,EM Max,C3-P11,2,70.2,0.8629,1.0,0.789,0.4735,1,0.2648,True,EM Ultra,C3-P12,2,73.74,0.8532,1.0,0.7561,0.4508,1,0.2778,True,EM Supreme,C3-P13,2,77.28,0.8445,1.0,0.727,0.4301,1,0.2908,True
759-9877,2,EM Max,C3-P11,2,70.2,0.8832,1.0,0.8271,0.4735,1,0.1184,True,EM Ultra,C3-P12,2,73.74,0.8685,1.0,0.782,0.4508,1,0.164,True,EM Supreme,C3-P13,2,77.28,0.8552,1.0,0.7441,0.4301,1,0.2096,True
759-9887,2,EM Max,C3-P11,2,70.2,0.8527,1.0,0.7432,0.4735,1,0.298,True,EM Ultra,C3-P12,2,73.74,0.8431,1.0,0.7112,0.4508,1,0.3121,True,EM Supreme,C3-P13,2,77.28,0.8344,1.0,0.683,0.4301,1,0.3262,True
759-9889,2,EM Max,C3-P11,2,70.2,0.8565,1.0,0.7597,0.4735,1,0.2853,True,EM Ultra,C3-P12,2,73.74,0.8468,1.0,0.7272,0.4508,1,0.299,True,EM Supreme,C3-P13,2,77.28,0.8381,1.0,0.6987,0.4301,1,0.3126,True
759-9896,2,EM Select,C3-P6,2,59.58,0.8979,1.0,0.8366,0.5579,1,0.1128,True,EM Advance,C3-P7,2,60.75,0.8929,1.0,0.8211,0.5472,1,0.1235,True,EM Pro,C3-P8,2,63.42,0.8737,1.0,0.7668,0.5241,1,0.1996,True
759-9897,2,EM Premium,C3-P10,2,66.66,0.9074,1.0,0.9162,0.4986,1,0.0486,True,EM Max,C3-P11,2,70.2,0.8905,1.0,0.858,0.4735,1,0.0924,True,EM Ultra,C3-P12,2,73.74,0.8757,1.0,0.8111,0.4508,1,0.1362,True
759-9899,2,EM Max,C3-P11,2,70.2,0.8604,1.0,0.7812,0.4735,1,0.278,True,EM Ultra,C3-P12,2,73.74,0.8505,1.0,0.7469,0.4508,1,0.2914,True,EM Supreme,C3-P13,2,77.28,0.8416,1.0,0.717,0.4301,1,0.3049,True
759-9955,2,EM Premium,C3-P10,2,66.66,0.8743,1.0,0.806,0.4986,1,0.2139,True,EM Max,C3-P11,2,70.2,0.8572,1.0,0.766,0.4735,1,0.2869,True,EM Ultra,C3-P12,2,73.74,0.8474,1.0,0.7321,0.4508,1,0.3007,True
759-9959,2,EM Max,C3-P11,2,70.2,0.8757,1.0,0.8094,0.4735,1,0.1669,True,EM Ultra,C3-P12,2,73.74,0.8608,1.0,0.7695,0.4508,1,0.2226,True,EM Supreme,C3-P13,2,77.28,0.847,1.0,0.7354,0.4301,1,0.2783,True
759-9966,2,EM Pro,C3-P8,2,63.42,0.8873,1.0,0.8178,0.5241,1,0.14,True,EM Elite,C3-P9,2,65.79,0.873,1.0,0.7821,0.5052,1,0.2012,True,EM Premium,C3-P10,2,66.66,0.8704,1.0,0.7749,0.4986,1,0.2066,True
759-9975,2,EM Premium,C3-P10,2,66.66,0.8687,1.0,0.7986,0.4986,1,0.2585,True,EM Max,C3-P11,2,70.2,0.8567,1.0,0.7605,0.4735,1,0.2838,True,EM Ultra,C3-P12,2,73.74,0.8471,1.0,0.728,0.4508,1,0.2974,True
759-9979,2,EM Pro,C3-P8,2,63.42,0.8838,1.0,0.8196,0.5241,1,0.1777,True,EM Elite,C3-P9,2,65.79,0.869,1.0,0.7895,0.5052,1,0.2527,True,EM Premium,C3-P10,2,66.66,0.8664,1.0,0.7825,0.4986,1,0.2581,True
759-9995,2,EM Elite,C3-P9,2,65.79,0.9092,1.0,0.9201,0.5052,1,0.0463,True,EM Premium,C3-P10,2,66.66,0.9065,1.0,0.9116,0.4986,1,0.0509,True,EM Max,C3-P11,2,70.2,0.8896,1.0,0.854,0.4735,1,0.0952,True
759-9998,2,EM Max,C3-P11,2,70.2,0.8647,1.0,0.7898,0.4735,1,0.2483,True,EM Ultra,C3-P12,2,73.74,0.8517,1.0,0.7544,0.4508,1,0.2911,True,EM Supreme,C3-P13,2,77.28,0.8426,1.0,0.7235,0.4301,1,0.3045,True
759-9999,2,EM Max,C3-P11,2,70.2,0.8907,1.0,0.8608,0.4735,1,0.0939,True,EM Ultra,C3-P12,2,73.74,0.8759,1.0,0.8144,0.4508,1,0.1385,True,EM Supreme,C3-P13,2,77.28,0.8625,1.0,0.7754,0.4301,1,0.1831,True
765-5579,2,EM Elite,C3-P9,2,65.79,0.9039,1.0,0.8954,0.5052,1,0.0617,True,EM Premium,C3-P10,2,66.66,0.9013,1.0,0.8879,0.4986,1,0.0668,True,EM Max,C3-P11,2,70.2,0.8845,1.0,0.8314,0.4735,1,0.112,True
765-5659,2,EM Max,C3-P11,2,70.2,0.8834,1.0,0.8257,0.4735,1,0.1146,True,EM Ultra,C3-P12,2,73.74,0.8687,1.0,0.7792,0.4508,1,0.1583,True,EM Supreme,C3-P13,2,77.28,0.8554,1.0,0.7404,0.4301,1,0.202,True
765-5685,2,EM Max,C3-P11,2,70.2,0.851,1.0,0.7346,0.4735,1,0.3025,True,EM Ultra,C3-P12,2,73.74,0.8414,1.0,0.7033,0.4508,1,0.3167,True,EM Supreme,C3-P13,2,77.28,0.8328,1.0,0.6757,0.4301,1,0.331,True
765-5756,2,EM Advance,C3-P7,2,60.75,0.9081,1.0,0.8919,0.5472,1,0.0776,True,EM Pro,C3-P8,2,63.42,0.8887,1.0,0.8345,0.5241,1,0.1507,True,EM Elite,C3-P9,2,65.79,0.874,1.0,0.8011,0.5052,1,0.2191,True
765-5757,2,EM Pro,C3-P8,2,63.42,0.8785,1.0,0.7969,0.5241,1,0.197,True,EM Elite,C3-P9,2,65.79,0.8635,1.0,0.7661,0.5052,1,0.2724,True,EM Premium,C3-P10,2,66.66,0.8608,1.0,0.758,0.4986,1,0.2772,True
765-5776,2,EM Pro,C3-P8,2,63.42,0.8882,1.0,0.8237,0.5241,1,0.1402,True,EM Elite,C3-P9,2,65.79,0.8738,1.0,0.7889,0.5052,1,0.203,True,EM Premium,C3-P10,2,66.66,0.8712,1.0,0.7818,0.4986,1,0.2085,True
765-5777,2,EM Supreme,C3-P13,2,77.28,0.8478,1.0,0.7414,0.4301,1,0.2798,True,EM Starter,C3-P1,2,51.09,0.7932,0.8188,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7946,0.8274,1.0,0.6424,1,0.0,False
765-5779,2,EM Max,C3-P11,2,70.2,0.8556,1.0,0.7515,0.4735,1,0.2814,True,EM Ultra,C3-P12,2,73.74,0.8463,1.0,0.7212,0.4508,1,0.295,True,EM Supreme,C3-P13,2,77.28,0.8378,1.0,0.6943,0.4301,1,0.3085,True
765-5787,0,HH Starter,C1-P1,0,34.69,0.7625,0.5625,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7662,0.6311,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7707,0.6799,1.0,0.7781,1,0.0,False
